target_id,sales_rep_id,date_id,monthly_target_kes
185,8,20250501,287897.09
186,8,20250601,277234.95
187,8,20250701,264205.48
188,8,20250801,271844.71
189,8,20250901,286679.84
190,8,20251001,295623.1
191,8,20251101,299637.42
192,8,20251201,319553.34
193,9,20240101,281728.64
194,9,20240201,274827.22
195,9,20240301,256264.55
196,9,20240401,263025.81
197,9,20240501,262528.15
198,9,20240601,264367.23
199,9,20240701,250186.06
200,9,20240801,249982.16
201,9,20240901,255399.02
202,9,20241001,262959.93
203,9,20241101,265268.86
204,9,20241201,289388.14
205,9,20250101,278061.31
206,9,20250201,264692.78
207,9,20250301,289587.52
208,9,20250401,266613.56
209,9,20250501,276495.7
210,9,20250601,258069.68
211,9,20250701,264226.08
212,9,20250801,263518.09
213,9,20250901,278494.31
214,9,20251001,292944.5
215,9,20251101,284857.49
216,9,20251201,309016.3
217,10,20240101,407414.94
218,10,20240201,365785.05
219,10,20240301,391824.11
220,10,20240401,343526.52
221,10,20240501,356370.91
222,10,20240601,376724.16
223,10,20240701,348606.31
224,10,20240801,368351.88
225,10,20240901,368339.58
226,10,20241001,388898.19
227,10,20241101,397075.73
228,10,20241201,427895.62
229,10,20250101,422712.87
230,10,20250201,401768.47
231,10,20250301,391095.29
232,10,20250401,396571.1
233,10,20250501,367075.67
234,10,20250601,383033.32
235,10,20250701,370855.28
236,10,20250801,374690.44
237,10,20250901,378832.65
238,10,20251001,395099.14
239,10,20251101,426067.81
240,10,20251201,452715.22
241,11,20240101,276282.2
242,11,20240201,283773.1
243,11,20240301,288277.61
244,11,20240401,266069.99
245,11,20240501,259111.19
246,11,20240601,265741.77
247,11,20240701,258549.85
248,11,20240801,264624.39
249,11,20240901,270077.37
250,11,20241001,266594.41
251,11,20241101,285576.77
252,11,20241201,294870.48
253,11,20250101,292917.79
254,11,20250201,304922.43
255,11,20250301,293507.57
256,11,20250401,288016.99
257,11,20250501,260162.17
258,11,20250601,297135.26
259,11,20250701,264910.07
260,11,20250801,265745.18
261,11,20250901,274852.01
262,11,20251001,293088.83
263,11,20251101,308116.72
264,11,20251201,339281.42
265,12,20240101,446964.41
266,12,20240201,459681.58
267,12,20240301,432244.27
268,12,20240401,428240.16
269,12,20240501,445024.96
270,12,20240601,456355.18
271,12,20240701,455299.27
272,12,20240801,423763.77
273,12,20240901,430287.34
274,12,20241001,450678.23
275,12,20241101,494313.65
276,12,20241201,491607.77
277,12,20250101,489073.16
278,12,20250201,462167.51
279,12,20250301,457609.7
280,12,20250401,441647.5
281,12,20250501,437884.55
282,12,20250601,485701.37
283,12,20250701,446900.12
284,12,20250801,451295.46
285,12,20250901,456768.26
286,12,20251001,468791.69
287,12,20251101,509768.39
288,12,20251201,508817.2
289,13,20240101,744267.84
290,13,20240201,773156.08
291,13,20240301,785433.73
292,13,20240401,706404.68
293,13,20240501,682516.5
294,13,20240601,717123.92
295,13,20240701,705292.58
296,13,20240801,725301.24
297,13,20240901,750333.63
298,13,20241001,751877.35
299,13,20241101,777745.69
300,13,20241201,843058.28
301,13,20250101,800502.96
302,13,20250201,840596.87
303,13,20250301,805711.59
304,13,20250401,770166.57
305,13,20250501,719603.53
306,13,20250601,769265.36
307,13,20250701,766144.83
308,13,20250801,782997.74
309,13,20250901,752183.9
310,13,20251001,797641.75
311,13,20251101,871918.4
312,13,20251201,879609.66
313,14,20240101,608910.86
314,14,20240201,633313.04
315,14,20240301,623269.62
316,14,20240401,630242.87
317,14,20240501,617205.78
318,14,20240601,635719.01
319,14,20240701,593618.34
320,14,20240801,595520.52
321,14,20240901,602669.22
322,14,20241001,633338.93
323,14,20241101,679971.55
324,14,20241201,697606.8
325,14,20250101,664123.0
326,14,20250201,696419.77
327,14,20250301,665254.53
328,14,20250401,622315.53
329,14,20250501,650653.28
330,14,20250601,645929.56
331,14,20250701,622645.99
332,14,20250801,647868.86
333,14,20250901,660272.2
334,14,20251001,670826.66
335,14,20251101,661073.93
336,14,20251201,747588.43
337,15,20240101,676460.55
338,15,20240201,649973.08
339,15,20240301,642402.17
340,15,20240401,629143.53
341,15,20240501,580126.23
342,15,20240601,649671.55
343,15,20240701,637433.44
344,15,20240801,626849.05
345,15,20240901,614912.32
346,15,20241001,655212.37
347,15,20241101,672732.19
348,15,20241201,757076.48
349,15,20250101,741482.49
350,15,20250201,733014.31
351,15,20250301,686670.09
352,15,20250401,655933.42
353,15,20250501,660990.46
354,15,20250601,694767.26
355,15,20250701,653174.67
356,15,20250801,660620.46
357,15,20250901,708937.53
358,15,20251001,678871.86
359,15,20251101,722534.58
360,15,20251201,755193.49
361,16,20240101,325502.38
362,16,20240201,314177.38
363,16,20240301,309116.07
364,16,20240401,322340.95
365,16,20240501,297485.76
366,16,20240601,310619.57
367,16,20240701,301995.91
368,16,20240801,296401.35
369,16,20240901,314427.3
370,16,20241001,331895.4
371,16,20241101,339693.4
372,16,20241201,352181.02
373,16,20250101,359002.55
374,16,20250201,349822.16
375,16,20250301,317902.53
376,16,20250401,331305.48
377,16,20250501,316148.6
378,16,20250601,330805.98
379,16,20250701,316519.34
380,16,20250801,313325.1
381,16,20250901,325024.97
382,16,20251001,345639.8
383,16,20251101,340418.93
384,16,20251201,370376.95
385,17,20240101,498726.1
386,17,20240201,484117.1
387,17,20240301,477472.62
388,17,20240401,490543.87
389,17,20240501,444928.28
390,17,20240601,472751.46
391,17,20240701,445834.62
392,17,20240801,472545.6
393,17,20240901,488117.16
394,17,20241001,487436.68
395,17,20241101,508654.56
396,17,20241201,543217.08
397,17,20250101,546218.69
398,17,20250201,529810.19
399,17,20250301,507434.93
400,17,20250401,490478.48
401,17,20250501,464587.8
402,17,20250601,476316.54
403,17,20250701,481716.38
404,17,20250801,472148.23
405,17,20250901,492821.93
406,17,20251001,479133.56
407,17,20251101,525850.91
408,17,20251201,575682.26
409,18,20240101,401909.07
410,18,20240201,422771.76
411,18,20240301,410286.04
412,18,20240401,394833.63
413,18,20240501,392756.72
414,18,20240601,415573.96
415,18,20240701,385769.48
416,18,20240801,364466.25
417,18,20240901,424944.74
418,18,20241001,399684.19
419,18,20241101,433420.99
420,18,20241201,472293.14
421,18,20250101,437287.7
422,18,20250201,439131.1
423,18,20250301,433980.0
424,18,20250401,416270.59
425,18,20250501,412751.03
426,18,20250601,420434.01
427,18,20250701,425756.2
428,18,20250801,408388.44
429,18,20250901,415285.17
430,18,20251001,429049.97
431,18,20251101,447534.61
432,18,20251201,468775.15
433,19,20240101,291027.85
434,19,20240201,290959.94
435,19,20240301,278622.27
436,19,20240401,261330.59
437,19,20240501,280821.35
438,19,20240601,278534.05
439,19,20240701,256465.96
440,19,20240801,267615.64
441,19,20240901,288682.51
442,19,20241001,294395.88
443,19,20241101,275188.52
444,19,20241201,303113.65
445,19,20250101,311169.6
446,19,20250201,288250.47
447,19,20250301,287187.58
448,19,20250401,282396.93
449,19,20250501,279035.45
450,19,20250601,301267.31
451,19,20250701,276296.9
452,19,20250801,285764.38
453,19,20250901,282355.66
454,19,20251001,305879.77
455,19,20251101,301160.44
456,19,20251201,327409.47
457,20,20240101,273525.16
458,20,20240201,274772.7
459,20,20240301,281479.04
460,20,20240401,272109.01
461,20,20240501,270368.61
462,20,20240601,276407.25
463,20,20240701,256619.76
464,20,20240801,263239.75
465,20,20240901,261581.6
466,20,20241001,284351.86
467,20,20241101,281520.45
468,20,20241201,305328.87
469,20,20250101,305934.93
470,20,20250201,283484.9
471,20,20250301,282309.56
472,20,20250401,287672.92
473,20,20250501,281229.86
474,20,20250601,278141.18
475,20,20250701,281693.43
476,20,20250801,276421.06
477,20,20250901,266964.08
478,20,20251001,299603.56
479,20,20251101,294821.12
480,20,20251201,322377.64
481,21,20240101,319250.81
482,21,20240201,322416.33
483,21,20240301,335711.37
484,21,20240401,301216.8
485,21,20240501,309144.06
486,21,20240601,313256.56
487,21,20240701,297809.05
488,21,20240801,308473.13
489,21,20240901,314833.95
490,21,20241001,329489.81
491,21,20241101,329665.08
492,21,20241201,371424.36
493,21,20250101,345149.66
494,21,20250201,332829.84
495,21,20250301,339666.59
496,21,20250401,307348.21
497,21,20250501,328462.72
498,21,20250601,329085.24
499,21,20250701,321044.49
500,21,20250801,314058.68
501,21,20250901,345064.05
502,21,20251001,354614.63
503,21,20251101,352839.88
504,21,20251201,381390.27
505,22,20240101,266395.54
506,22,20240201,277059.24
507,22,20240301,255633.12
508,22,20240401,256761.35
509,22,20240501,245465.2
510,22,20240601,261535.82
511,22,20240701,237355.22
512,22,20240801,234641.11
513,22,20240901,266062.86
514,22,20241001,272800.01
515,22,20241101,270970.68
516,22,20241201,281236.72
517,22,20250101,274565.88
518,22,20250201,269478.78
519,22,20250301,267548.29
520,22,20250401,256319.4
521,22,20250501,261324.0
522,22,20250601,259272.59
523,22,20250701,248088.79
524,22,20250801,256745.7
525,22,20250901,255688.63
526,22,20251001,282286.11
527,22,20251101,287336.75
528,22,20251201,305678.03
529,23,20240101,1087339.79
530,23,20240201,994718.07
531,23,20240301,1027183.72
532,23,20240401,978500.29
533,23,20240501,1002865.89
534,23,20240601,1019338.81
535,23,20240701,987815.46
536,23,20240801,898903.77
537,23,20240901,1004229.35
538,23,20241001,997106.29
539,23,20241101,1116541.19
540,23,20241201,1141519.47
541,23,20250101,1128648.05
542,23,20250201,1106689.31
543,23,20250301,1030362.19
544,23,20250401,1011476.96
545,23,20250501,1037356.95
546,23,20250601,1039266.68
547,23,20250701,1040498.14
548,23,20250801,1053753.03
549,23,20250901,1021146.53
550,23,20251001,1102691.12
551,23,20251101,1109723.49
552,23,20251201,1186180.22
553,24,20240101,707984.32
554,24,20240201,717068.76
555,24,20240301,699751.81
556,24,20240401,642948.71
557,24,20240501,635887.78
558,24,20240601,685808.85
559,24,20240701,650481.74
560,24,20240801,678817.03
561,24,20240901,669648.2
562,24,20241001,637972.99
563,24,20241101,708349.68
564,24,20241201,771760.11
565,24,20250101,756580.84
566,24,20250201,717974.71
567,24,20250301,709717.09
568,24,20250401,709919.31
569,24,20250501,633509.79
570,24,20250601,699847.29
571,24,20250701,662699.28
572,24,20250801,704199.41
573,24,20250901,717559.19
574,24,20251001,754171.73
575,24,20251101,798107.68
576,24,20251201,819105.77
577,25,20240101,717987.41
578,25,20240201,715584.26
579,25,20240301,727476.16
580,25,20240401,675817.66
581,25,20240501,688042.9
582,25,20240601,719694.36
583,25,20240701,667632.35
584,25,20240801,637764.1
585,25,20240901,668809.7
586,25,20241001,719121.08
587,25,20241101,730379.43
588,25,20241201,823408.15
589,25,20250101,755548.06
590,25,20250201,767252.32
591,25,20250301,765783.34
592,25,20250401,695254.74
593,25,20250501,704424.1
594,25,20250601,783737.9
595,25,20250701,706576.76
596,25,20250801,696204.77
597,25,20250901,699485.89
598,25,20251001,760625.18
599,25,20251101,802171.59
600,25,20251201,850424.26
601,26,20240101,399474.15
602,26,20240201,372915.58
603,26,20240301,372300.36
604,26,20240401,371602.16
605,26,20240501,355439.02
606,26,20240601,373309.19
607,26,20240701,353142.13
608,26,20240801,364890.34
609,26,20240901,366615.49
610,26,20241001,392976.29
611,26,20241101,409143.38
612,26,20241201,437803.22
613,26,20250101,404642.28
614,26,20250201,386535.85
615,26,20250301,399041.28
616,26,20250401,399562.9
617,26,20250501,380423.57
618,26,20250601,395187.52
619,26,20250701,368831.92
620,26,20250801,383659.75
621,26,20250901,412419.25
622,26,20251001,424795.75
623,26,20251101,421984.77
624,26,20251201,450840.65
625,27,20240101,1317265.75
626,27,20240201,1310868.26
627,27,20240301,1232647.29
628,27,20240401,1201892.3
629,27,20240501,1179204.82
630,27,20240601,1230528.75
631,27,20240701,1171479.08
632,27,20240801,1145626.33
633,27,20240901,1202085.66
634,27,20241001,1307814.7
635,27,20241101,1316464.87
636,27,20241201,1435830.64
637,27,20250101,1341813.98
638,27,20250201,1320893.66
639,27,20250301,1367045.87
640,27,20250401,1256749.49
641,27,20250501,1249923.45
642,27,20250601,1406369.78
643,27,20250701,1224112.55
644,27,20250801,1253476.35
645,27,20250901,1428454.99
646,27,20251001,1361395.31
647,27,20251101,1385931.6
648,27,20251201,1504437.54
649,28,20240101,622860.1
650,28,20240201,596862.76
651,28,20240301,584303.76
652,28,20240401,576727.36
653,28,20240501,550809.91
654,28,20240601,576600.36
655,28,20240701,536698.06
656,28,20240801,543242.29
657,28,20240901,567738.63
658,28,20241001,580281.7
659,28,20241101,598831.0
660,28,20241201,641733.68
661,28,20250101,639995.4
662,28,20250201,614462.33
663,28,20250301,621213.58
664,28,20250401,627968.66
665,28,20250501,615550.94
666,28,20250601,588136.75
667,28,20250701,589639.95
668,28,20250801,589565.46
669,28,20250901,613560.35
670,28,20251001,634404.34
671,28,20251101,617463.13
672,28,20251201,736470.31
673,29,20240101,462627.94
674,29,20240201,438512.25
675,29,20240301,445376.42
676,29,20240401,411825.92
677,29,20240501,402290.05
678,29,20240601,413581.61
679,29,20240701,400877.37
680,29,20240801,394356.57
681,29,20240901,430819.51
682,29,20241001,430056.95
683,29,20241101,457083.42
684,29,20241201,507374.29
685,29,20250101,482147.21
686,29,20250201,473607.47
687,29,20250301,464606.05
688,29,20250401,421175.7
689,29,20250501,427844.3
690,29,20250601,429719.99
691,29,20250701,419536.72
692,29,20250801,425368.47
693,29,20250901,431415.16
694,29,20251001,466232.43
695,29,20251101,457699.88
696,29,20251201,506626.72
697,30,20240101,610398.3
698,30,20240201,650679.2
699,30,20240301,584116.77
700,30,20240401,615531.26
701,30,20240501,614949.52
702,30,20240601,600787.27
703,30,20240701,599275.28
704,30,20240801,601640.46
705,30,20240901,612401.98
706,30,20241001,656155.39
707,30,20241101,652653.57
708,30,20241201,699976.7
709,30,20250101,656467.28
710,30,20250201,682631.35
711,30,20250301,614956.83
712,30,20250401,648375.89
713,30,20250501,618178.72
714,30,20250601,632810.88
715,30,20250701,621383.5
716,30,20250801,632854.92
717,30,20250901,653188.35
718,30,20251001,665242.4
719,30,20251101,668427.77
720,30,20251201,755370.72
721,31,20240101,573591.66
722,31,20240201,587616.91
723,31,20240301,541021.92
724,31,20240401,510111.11
725,31,20240501,501010.93
726,31,20240601,536853.43
727,31,20240701,515439.04
728,31,20240801,495396.57
729,31,20240901,515836.34
730,31,20241001,526717.64
731,31,20241101,608154.19
732,31,20241201,621742.24
733,31,20250101,585758.71
734,31,20250201,582397.44
735,31,20250301,561906.7
736,31,20250401,532748.76
737,31,20250501,542153.39
738,31,20250601,521970.11
739,31,20250701,507523.11
740,31,20250801,543543.0
741,31,20250901,563841.09
742,31,20251001,546445.06
743,31,20251101,587334.12
744,31,20251201,613226.96
745,32,20240101,787523.99
746,32,20240201,830515.08
747,32,20240301,742573.37
748,32,20240401,764992.74
749,32,20240501,735404.2
750,32,20240601,713133.87
751,32,20240701,692353.26
752,32,20240801,749899.82
753,32,20240901,700566.23
754,32,20241001,768696.14
755,32,20241101,810916.37
756,32,20241201,825222.53
757,32,20250101,797189.87
758,32,20250201,781542.24
759,32,20250301,816362.56
760,32,20250401,765549.67
761,32,20250501,772107.75
762,32,20250601,757325.17
763,32,20250701,777074.86
764,32,20250801,696946.48
765,32,20250901,822162.04
766,32,20251001,840770.19
767,32,20251101,878415.69
768,32,20251201,909654.97
769,33,20240101,307876.98
770,33,20240201,330012.81
771,33,20240301,321514.39
772,33,20240401,317752.17
773,33,20240501,296287.7
774,33,20240601,304883.37
775,33,20240701,276019.71
776,33,20240801,309021.46
777,33,20240901,320259.78
778,33,20241001,310785.86
779,33,20241101,346659.87
780,33,20241201,365955.89
781,33,20250101,328377.6
782,33,20250201,338963.53
783,33,20250301,344290.79
784,33,20250401,335712.26
785,33,20250501,333955.02
786,33,20250601,326653.07
787,33,20250701,303508.78
788,33,20250801,308563.73
789,33,20250901,322999.58
790,33,20251001,337987.07
791,33,20251101,364939.6
792,33,20251201,366656.22
793,34,20240101,469617.44
794,34,20240201,487031.7
795,34,20240301,489938.66
796,34,20240401,483852.12
797,34,20240501,450930.58
798,34,20240601,471168.01
799,34,20240701,447833.97
800,34,20240801,466938.43
801,34,20240901,472282.28
802,34,20241001,456591.12
803,34,20241101,504475.32
804,34,20241201,546277.85
805,34,20250101,507201.33
806,34,20250201,517536.73
807,34,20250301,493653.67
808,34,20250401,487083.55
809,34,20250501,496813.14
810,34,20250601,491614.74
811,34,20250701,444566.68
812,34,20250801,482218.67
813,34,20250901,475690.76
814,34,20251001,510748.5
815,34,20251101,524205.55
816,34,20251201,590991.56
817,35,20240101,321322.34
818,35,20240201,317651.0
819,35,20240301,308528.51
820,35,20240401,307212.52
821,35,20240501,318639.96
822,35,20240601,303995.84
823,35,20240701,297897.31
824,35,20240801,288413.43
825,35,20240901,302958.37
826,35,20241001,305427.43
827,35,20241101,318584.65
828,35,20241201,338363.52
829,35,20250101,331730.29
830,35,20250201,313501.46
831,35,20250301,317224.6
832,35,20250401,326504.61
833,35,20250501,301385.86
834,35,20250601,314593.57
835,35,20250701,323355.87
836,35,20250801,314643.29
837,35,20250901,315014.43
838,35,20251001,317517.02
839,35,20251101,333494.92
840,35,20251201,385856.29
841,36,20240101,327975.23
842,36,20240201,330746.67
843,36,20240301,328794.42
844,36,20240401,333963.35
845,36,20240501,312850.36
846,36,20240601,320050.53
847,36,20240701,321629.49
848,36,20240801,316810.4
849,36,20240901,308258.96
850,36,20241001,346843.06
851,36,20241101,357982.39
852,36,20241201,386419.67
853,36,20250101,351969.15
854,36,20250201,349242.33
855,36,20250301,353325.25
856,36,20250401,359329.22
857,36,20250501,339889.2
858,36,20250601,342823.2
859,36,20250701,325972.71
860,36,20250801,338790.32
861,36,20250901,326762.65
862,36,20251001,350854.45
863,36,20251101,365640.92
864,36,20251201,377172.44
865,37,20240101,319612.24
866,37,20240201,336740.77
867,37,20240301,339277.07
868,37,20240401,323105.19
869,37,20240501,314679.69
870,37,20240601,321085.04
871,37,20240701,306850.3
872,37,20240801,320043.46
873,37,20240901,324046.53
874,37,20241001,332940.78
875,37,20241101,354233.84
876,37,20241201,374990.73
877,37,20250101,349753.55
878,37,20250201,380320.17
879,37,20250301,354732.99
880,37,20250401,359725.11
881,37,20250501,340604.01
882,37,20250601,344462.68
883,37,20250701,308197.61
884,37,20250801,330819.38
885,37,20250901,336248.07
886,37,20251001,359932.39
887,37,20251101,343901.93
888,37,20251201,374281.48
889,38,20240101,1127395.76
890,38,20240201,1176641.47
891,38,20240301,1019434.39
892,38,20240401,1040742.89
893,38,20240501,1045364.96
894,38,20240601,1024789.43
895,38,20240701,1045232.1
896,38,20240801,1049857.78
897,38,20240901,1077047.61
898,38,20241001,1056386.2
899,38,20241101,1202349.49
900,38,20241201,1260323.06
901,38,20250101,1243064.5
902,38,20250201,1093077.23
903,38,20250301,1103299.79
904,38,20250401,1052005.14
905,38,20250501,1069841.93
906,38,20250601,1053308.37
907,38,20250701,1077004.18
908,38,20250801,1072207.81
909,38,20250901,1070237.51
910,38,20251001,1123794.19
911,38,20251101,1183828.38
912,38,20251201,1337951.23
913,39,20240101,444071.53
914,39,20240201,450827.93
915,39,20240301,431309.02
916,39,20240401,429832.42
917,39,20240501,406482.4
918,39,20240601,435751.2
919,39,20240701,444651.45
920,39,20240801,424537.19
921,39,20240901,443867.67
922,39,20241001,464499.32
923,39,20241101,470357.59
924,39,20241201,503379.4
925,39,20250101,473208.1
926,39,20250201,469624.74
927,39,20250301,472998.29
928,39,20250401,451090.18
929,39,20250501,444552.02
930,39,20250601,455836.63
931,39,20250701,422778.9
932,39,20250801,417848.45
933,39,20250901,448175.08
934,39,20251001,508069.98
935,39,20251101,469139.89
936,39,20251201,517026.73
937,40,20240101,313540.63
938,40,20240201,330215.51
939,40,20240301,306947.33
940,40,20240401,310410.66
941,40,20240501,301660.3
942,40,20240601,313949.12
943,40,20240701,284816.81
944,40,20240801,300098.56
945,40,20240901,318831.0
946,40,20241001,321805.06
947,40,20241101,325387.24
948,40,20241201,371120.24
949,40,20250101,334254.3
950,40,20250201,317120.83
951,40,20250301,340358.9
952,40,20250401,321522.61
953,40,20250501,325744.71
954,40,20250601,334359.51
955,40,20250701,305712.21
956,40,20250801,315705.18
957,40,20250901,325199.13
958,40,20251001,353144.65
959,40,20251101,342928.89
960,40,20251201,374904.6
961,41,20240101,372217.93
962,41,20240201,391073.95
963,41,20240301,371851.36
964,41,20240401,325211.5
965,41,20240501,363888.88
966,41,20240601,337467.54
967,41,20240701,339087.87
968,41,20240801,370489.54
969,41,20240901,368373.77
970,41,20241001,383342.83
971,41,20241101,397710.06
972,41,20241201,414432.69
973,41,20250101,405159.11
974,41,20250201,356071.99
975,41,20250301,395123.93
976,41,20250401,369374.44
977,41,20250501,368875.23
978,41,20250601,376495.51
979,41,20250701,346622.97
980,41,20250801,369899.06
981,41,20250901,367610.0
982,41,20251001,388505.54
983,41,20251101,419950.0
984,41,20251201,442326.56
985,42,20240101,1035237.47
986,42,20240201,994751.46
987,42,20240301,920363.86
988,42,20240401,881887.2
989,42,20240501,861456.88
990,42,20240601,923972.17
991,42,20240701,886019.02
992,42,20240801,958482.0
993,42,20240901,971307.5
994,42,20241001,1016124.04
995,42,20241101,1039118.22
996,42,20241201,1040264.22
997,42,20250101,1004349.5
998,42,20250201,1022752.67
999,42,20250301,998149.65
1000,42,20250401,943989.73
1001,42,20250501,905973.46
1002,42,20250601,1009648.17
1003,42,20250701,914769.14
1004,42,20250801,975421.42
1005,42,20250901,989495.42
1006,42,20251001,1031836.64
1007,42,20251101,1035049.47
1008,42,20251201,1164731.29
1009,43,20240101,725010.32
1010,43,20240201,701215.24
1011,43,20240301,718531.1
1012,43,20240401,687510.86
1013,43,20240501,685539.22
1014,43,20240601,708735.54
1015,43,20240701,678034.61
1016,43,20240801,664290.97
1017,43,20240901,690428.19
1018,43,20241001,693884.75
1019,43,20241101,768357.03
1020,43,20241201,826937.48
1021,43,20250101,734038.88
1022,43,20250201,778167.55
1023,43,20250301,726621.67
1024,43,20250401,707786.72
1025,43,20250501,741796.11
1026,43,20250601,748785.74
1027,43,20250701,686653.81
1028,43,20250801,729710.15
1029,43,20250901,734700.21
1030,43,20251001,781625.07
1031,43,20251101,804508.57
1032,43,20251201,874614.72
1033,44,20240101,904322.42
1034,44,20240201,856843.18
1035,44,20240301,849032.53
1036,44,20240401,824221.38
1037,44,20240501,839461.55
1038,44,20240601,817459.57
1039,44,20240701,851592.97
1040,44,20240801,833338.22
1041,44,20240901,876902.81
1042,44,20241001,914285.86
1043,44,20241101,908239.1
1044,44,20241201,914130.84
1045,44,20250101,932110.72
1046,44,20250201,929462.54
1047,44,20250301,905352.41
1048,44,20250401,940976.45
1049,44,20250501,873472.78
1050,44,20250601,915591.77
1051,44,20250701,878703.19
1052,44,20250801,869370.54
1053,44,20250901,850994.49
1054,44,20251001,939382.78
1055,44,20251101,926642.01
1056,44,20251201,1044401.19
1057,45,20240101,280222.95
1058,45,20240201,295743.09
1059,45,20240301,258117.74
